type_var,YEAR,typeTotal
Faroe Islands,1950,0
Faroe Islands,1951,0
Faroe Islands,1952,13.507
Faroe Islands,1953,18.381
Faroe Islands,1954,9.621
Faroe Islands,1955,22.94
Faroe Islands,1956,28.874
Faroe Islands,1957,13.889
Faroe Islands,1958,4.073
Faroe Islands,1959,4.819
Faroe Islands,1960,3.509
Faroe Islands,1961,4.29
Faroe Islands,1962,3.228
Faroe Islands,1963,0.777
Faroe Islands,1964,0
Faroe Islands,1965,0
Faroe Islands,1966,0
Faroe Islands,1967,0
Faroe Islands,1968,0
Faroe Islands,1969,29.396
Faroe Islands,1970,28.059
Faroe Islands,1971,6.176
Faroe Islands,1972,1.648
Faroe Islands,1973,3.636
Faroe Islands,1974,6.697
Faroe Islands,1975,28.557
Faroe Islands,1976,12.313
Faroe Islands,1977,12.018
Faroe Islands,1978,28.072
Faroe Islands,1979,13.55
Faroe Islands,1980,19.992
Faroe Islands,1981,42.093
Faroe Islands,1982,38.171
Faroe Islands,1983,53.309
Faroe Islands,1984,61.535
Faroe Islands,1985,42.044
Faroe Islands,1986,26.35
Faroe Islands,1987,23.897
Faroe Islands,1988,29.459
Faroe Islands,1989,23.465
Faroe Islands,1990,22.559
Faroe Islands,1991,34.488
Faroe Islands,1992,44.959
Faroe Islands,1993,35.47
Faroe Islands,1994,27.727
Faroe Islands,1995,28.724
Faroe Islands,1996,26.265
Faroe Islands,1997,26.68
Faroe Islands,1998,27.549
Faroe Islands,1999,18.335
Faroe Islands,2000,0
Faroe Islands,2001,18.357
Faroe Islands,2002,45.516
Faroe Islands,2003,34.279
Faroe Islands,2004,30.742
Faroe Islands,2005,29.257
Faroe Islands,2006,26.066
Faroe Islands,2007,26.148
Faroe Islands,2008,29.388
Faroe Islands,2009,24.378
Faroe Islands,2010,25.815
Faroe Islands,2011,22.865
Faroe Islands,2012,26.942
Faroe Islands,2013,31.09
Faroe Islands,2014,32.704
Faroe Islands,2015,35.689786
Faroe Islands,2016,36.754424
Faroe Islands,2017,36.785383
France,1950,11.212
France,1951,5.31
France,1952,27.983
France,1953,10.06
France,1954,16.78
France,1955,56.651
France,1956,67.433
France,1957,46.956
France,1958,38.874
France,1959,32.503
France,1960,24.021
France,1961,18.035
France,1962,24.026
France,1963,26.392
France,1964,14.951
France,1965,5.947
France,1966,8.999
France,1967,17.233
France,1968,1.472
France,1969,2.971
France,1970,44.245
France,1971,49.313
France,1972,24.856
France,1973,32.189
France,1974,57.889
France,1975,37.081
France,1976,32.685
France,1977,23.825
France,1978,19.397
France,1979,8.168
France,1980,4.466
France,1981,5.537
France,1982,1.994
